Origin,Destination,Departure Date,Time,Airline,Price(USD)
MNL,ZRH,2024-01-16,1:10 pm  –  6:55 am+1,Thai Airways,$753
MNL,ZRH,2024-01-16,4:55 am  –  10:10 pm,China Eastern,$902
MNL,ZRH,2024-01-16,4:55 am  –  10:25 pm,China Eastern,$904
MNL,ZRH,2024-01-16,4:55 am  –  10:25 pm,China Eastern,$904
MNL,ZRH,2024-01-16,11:50 pm  –  1:40 pm+1,Qatar Airways,$980
MNL,ZRH,2024-01-16,3:00 pm  –  8:25 am+1,"Philippine Airlines, Austrian Airlines","$1,028"
MNL,ZRH,2024-01-16,1:15 pm  –  7:00 am+1,Malaysia Airlines,"$1,056"
MNL,ZRH,2024-01-16,1:15 pm  –  7:00 am+1,Malaysia Airlines,"$1,056"
MNL,ZRH,2024-01-16,6:50 pm  –  11:10 am+1,"EVA Air, SWISS","$1,071"
MNL,ZRH,2024-01-16,6:50 pm  –  2:20 pm+1,"EVA Air, Austrian Airlines","$1,071"
MNL,ZRH,2024-01-16,6:50 pm  –  6:40 pm+1,"EVA Air, Austrian Airlines","$1,071"
MNL,ZRH,2024-01-16,7:00 pm  –  9:55 am+1,"Philippine Airlines, Lufthansa","$1,079"
MNL,ZRH,2024-01-16,6:30 pm  –  7:00 am+1,Qatar Airways,"$1,084"
MNL,ZRH,2024-01-16,6:30 pm  –  1:40 pm+1,Qatar Airways,"$1,084"
MNL,ZRH,2024-01-16,9:20 pm  –  10:25 pm+1,XiamenAir,"$1,108"
MNL,ATH,2024-01-16,2:10 am  –  1:30 pm,Gulf Air,$744
MNL,ATH,2024-01-16,11:25 am  –  10:25 am+1,Gulf Air,$744
MNL,ATH,2024-01-16,12:55 am  –  1:10 pm+1,"Philippine Airlines, Lufthansa",$840
MNL,ATH,2024-01-16,1:10 pm  –  8:30 am+1,Thai Airways,$865
MNL,ATH,2024-01-16,1:10 pm  –  8:30 am+1,"Thai Airways, Turkish Airlines",$908
MNL,ATH,2024-01-16,11:50 pm  –  11:50 am+1,Qatar Airways,$936
MNL,ATH,2024-01-16,11:50 pm  –  5:55 pm+1,Qatar Airways,$936
MNL,ATH,2024-01-16,2:50 pm  –  1:30 pm+2,"Philippine Airlines, Lufthansa","$1,083"
MNL,ATH,2024-01-16,2:50 pm  –  3:10 pm+2,"Philippine Airlines, Lufthansa","$1,083"
MNL,ATH,2024-01-16,6:30 pm  –  11:50 am+1,Qatar Airways,"$1,089"
MNL,ATH,2024-01-16,6:30 pm  –  5:55 pm+1,Qatar Airways,"$1,092"
MNL,ATH,2024-01-16,8:25 pm  –  6:40 am+2,Ethiopian Air,"$1,106"
MNL,ATH,2024-01-16,11:50 pm  –  5:15 pm+1,"Qatar Airways, Aegean Airlines","$1,186"
MNL,ATH,2024-01-16,11:50 pm  –  5:15 pm+1,"Qatar Airways, Aegean Airlines","$1,203"
MNL,ATH,2024-01-16,11:30 pm  –  3:05 pm+1,Emirates,"$1,204"
MNL,MLA,2024-01-16,9:55 pm  –  10:30 pm+1,Multiple airlines,$476
MNL,MLA,2024-01-16,4:45 pm  –  10:30 pm+1,Multiple airlines,$497
MNL,MLA,2024-01-16,2:00 pm  –  10:30 pm+1,Multiple airlines,$508
MNL,MLA,2024-01-16,9:55 pm  –  10:30 pm+1,Multiple airlines,$599
MNL,MLA,2024-01-16,4:55 am  –  10:30 pm,"China Eastern, Air Malta",$668
MNL,MLA,2024-01-16,10:55 am  –  11:35 am+1,"China Airlines, Air Malta",$676
MNL,MLA,2024-01-16,12:35 pm  –  1:15 pm+1,"Cathay Pacific, Air Malta",$783
MNL,MLA,2024-01-16,1:10 pm  –  1:15 pm+1,"Thai Airways, Air Malta",$799
MNL,MLA,2024-01-16,5:25 am  –  10:30 pm,Multiple airlines,$804
MNL,MLA,2024-01-16,11:25 am  –  1:15 pm+1,"Gulf Air, Air Malta",$823
MNL,MLA,2024-01-16,1:10 pm  –  8:45 am+1,"Thai Airways, Turkish Airlines",$899
MNL,MLA,2024-01-16,7:45 pm  –  1:15 pm+1,"Cathay Pacific, Air Malta",$960
MNL,MLA,2024-01-16,8:00 am  –  1:15 pm+1,"Cathay Pacific, Air Malta",$960
MNL,MLA,2024-01-16,1:10 pm  –  12:50 pm+1,"Thai Airways, Austrian Airlines","$1,002"
MNL,MLA,2024-01-16,3:00 pm  –  12:50 pm+1,"Philippine Airlines, Austrian Airlines","$1,007"
MNL,LIS,2024-01-16,4:55 am  –  11:10 pm,"China Eastern, Iberia",$556
MNL,LIS,2024-01-16,4:55 am  –  9:00 am+1,"China Eastern, TAP AIR PORTUGAL",$560
MNL,LIS,2024-01-16,4:55 am  –  3:15 pm+1,"China Eastern, Air Europa",$573
MNL,LIS,2024-01-16,12:25 pm  –  12:00 pm+1,"Philippine Airlines, Emirates",$706
MNL,LIS,2024-01-16,12:25 pm  –  7:15 pm+1,"Philippine Airlines, Emirates",$706
MNL,LIS,2024-01-16,4:55 am  –  7:55 pm+1,"China Eastern, Lufthansa",$732
MNL,LIS,2024-01-16,10:55 am  –  4:40 pm+1,"China Airlines, Vueling",$762
MNL,LIS,2024-01-16,10:55 am  –  8:25 pm+1,"China Airlines, Vueling",$787
MNL,LIS,2024-01-16,10:55 am  –  8:25 pm+1,"China Airlines, Vueling",$787
MNL,LIS,2024-01-16,4:55 am  –  1:20 pm+1,"China Eastern, Lufthansa",$799
MNL,LIS,2024-01-16,4:55 am  –  2:35 pm+1,"China Eastern, SWISS",$799
MNL,LIS,2024-01-16,4:55 am  –  2:35 pm+1,"China Eastern, SWISS",$799
MNL,LIS,2024-01-16,4:55 am  –  3:05 pm+1,"China Eastern, Lufthansa",$832
MNL,LIS,2024-01-16,12:35 pm  –  4:40 pm+1,"Cathay Pacific, Vueling",$835
MNL,LIS,2024-01-16,8:00 am  –  4:40 pm+1,"Cathay Pacific, Vueling",$835
MNL,LJU,2024-01-16,7:30 pm  –  9:25 pm+1,Multiple airlines,$558
MNL,LJU,2024-01-16,5:40 pm  –  8:15 pm+2,Multiple airlines,$577
MNL,LJU,2024-01-16,7:30 pm  –  6:40 pm+1,"Scoot, Turkish Airlines",$704
MNL,LJU,2024-01-16,4:55 am  –  9:50 pm,"China Eastern, Lufthansa",$731
MNL,LJU,2024-01-16,3:35 pm  –  1:25 pm+1,"Cebu Pacific, Emirates",$780
MNL,LJU,2024-01-16,7:30 pm  –  6:40 pm+1,Multiple airlines,$785
MNL,LJU,2024-01-16,3:35 pm  –  1:25 pm+1,"Cebu Pacific, Emirates",$788
MNL,LJU,2024-01-16,7:30 pm  –  7:50 pm+1,"Scoot, Air Serbia",$818
MNL,LJU,2024-01-16,7:00 pm  –  1:25 pm+1,"Philippine Airlines, Emirates",$837
MNL,LJU,2024-01-16,7:55 pm  –  6:40 pm+1,Multiple airlines,$837
MNL,LJU,2024-01-16,8:35 pm  –  6:40 pm+1,Multiple airlines,$885
MNL,LJU,2024-01-16,8:35 am  –  10:05 am+1,Multiple airlines,$886
MNL,LJU,2024-01-16,8:55 am  –  8:55 am+1,Multiple airlines,$889
MNL,LJU,2024-01-16,8:35 pm  –  9:30 pm+1,Multiple airlines,$908
MNL,LJU,2024-01-16,10:10 am  –  10:05 am+1,Multiple airlines,$918
MNL,CPH,2024-01-16,12:55 am  –  11:30 pm,"Philippine Airlines, Lufthansa",$818
MNL,CPH,2024-01-16,11:50 pm  –  1:10 pm+1,Qatar Airways,$986
MNL,CPH,2024-01-16,11:50 pm  –  8:25 pm+1,Qatar Airways,$986
MNL,CPH,2024-01-16,12:35 pm  –  1:15 pm+1,"Cathay Pacific, British Airways",$992
MNL,CPH,2024-01-16,12:35 pm  –  2:20 pm+1,"Cathay Pacific, British Airways",$992
MNL,CPH,2024-01-16,2:50 pm  –  11:45 pm+1,"Philippine Airlines, Lufthansa","$1,062"
MNL,CPH,2024-01-16,6:30 pm  –  6:40 am+1,Qatar Airways,"$1,068"
MNL,CPH,2024-01-16,6:30 pm  –  1:10 pm+1,Qatar Airways,"$1,167"
MNL,CPH,2024-01-16,6:30 pm  –  8:25 pm+1,Qatar Airways,"$1,170"
MNL,CPH,2024-01-16,2:10 am  –  10:00 am+1,Gulf Air,"$1,212"
MNL,CPH,2024-01-16,2:10 am  –  1:15 pm+1,Gulf Air,"$1,212"
MNL,CPH,2024-01-16,6:20 am  –  8:20 pm,"Air China, Scandinavian Airlines","$1,268"
MNL,CPH,2024-01-16,6:45 pm  –  6:30 am+1,Etihad Airways,"$1,338"
MNL,CPH,2024-01-16,6:45 pm  –  12:35 pm+1,Etihad Airways,"$1,401"
MNL,CPH,2024-01-16,6:45 pm  –  1:20 pm+1,Etihad Airways,"$1,401"
MNL,TLL,2024-01-16,4:55 am  –  1:40 am+1,"China Eastern, LOT",$668
MNL,TLL,2024-01-16,4:55 am  –  12:15 am+1,"China Eastern, airBaltic",$671
MNL,TLL,2024-01-16,4:55 am  –  12:15 am+1,"China Eastern, airBaltic",$757
MNL,TLL,2024-01-16,4:55 am  –  8:15 am+1,"China Eastern, airBaltic",$757
MNL,TLL,2024-01-16,4:55 am  –  12:25 am+1,"China Eastern, Finnair",$762
MNL,TLL,2024-01-16,12:55 am  –  11:55 pm,"Philippine Airlines, Lufthansa",$818
MNL,TLL,2024-01-16,3:35 pm  –  10:10 am+1,"Cebu Pacific, Finnair",$872
MNL,TLL,2024-01-16,8:55 am  –  1:40 am+1,"Cebu Pacific, LOT",$903
MNL,TLL,2024-01-16,1:10 pm  –  11:30 am+1,"Thai Airways, Turkish Airlines",$937
MNL,TLL,2024-01-16,3:15 pm  –  10:10 am+1,"Philippine Airlines, Finnair",$950
MNL,TLL,2024-01-16,10:10 am  –  10:10 am+1,"Philippine Airlines, Finnair",$950
MNL,TLL,2024-01-16,11:10 am  –  10:10 am+1,"Cebu Pacific, Finnair",$963
MNL,TLL,2024-01-16,7:00 pm  –  5:10 pm+1,"Philippine Airlines, Lufthansa",$966
MNL,TLL,2024-01-16,7:05 pm  –  11:55 pm+1,"Philippine Airlines, Lufthansa","$1,042"
MNL,TLL,2024-01-16,5:25 am  –  11:55 pm,"Cebu Pacific, Lufthansa","$1,051"
MNL,REK,2024-01-16,6:30 pm  –  2:10 pm+1,"Qatar Airways, Icelandair","$1,595"
MNL,REK,2024-01-16,6:30 pm  –  3:30 pm+1,"Qatar Airways, Icelandair","$1,602"
MNL,REK,2024-01-16,11:45 pm  –  11:55 pm+1,"Etihad Airways, Icelandair","$1,643"
MNL,REK,2024-01-16,11:45 pm  –  11:55 pm+1,"Etihad Airways, Icelandair","$1,643"
MNL,REK,2024-01-16,11:45 pm  –  11:55 pm+1,"Etihad Airways, Icelandair","$1,643"
MNL,REK,2024-01-16,6:45 pm  –  11:55 pm+1,"Etihad Airways, Icelandair","$1,643"
MNL,REK,2024-01-16,6:45 pm  –  11:55 pm+1,"Etihad Airways, Icelandair","$1,643"
MNL,REK,2024-01-16,6:45 pm  –  11:55 pm+1,"Etihad Airways, Icelandair","$1,643"
MNL,REK,2024-01-16,6:45 pm  –  3:55 pm+1,"Etihad Airways, Icelandair","$1,664"
MNL,REK,2024-01-16,10:00 pm  –  3:05 pm+1,"Turkish Airlines, Icelandair","$1,688"
MNL,REK,2024-01-16,6:30 pm  –  3:30 pm+1,"Qatar Airways, Icelandair","$1,688"
MNL,REK,2024-01-16,11:50 pm  –  10:40 am+2,Qatar Airways,"$1,688"
MNL,REK,2024-01-16,11:50 pm  –  10:40 am+2,Qatar Airways,"$1,688"
MNL,REK,2024-01-16,11:50 pm  –  10:40 am+2,Qatar Airways,"$1,691"
MNL,REK,2024-01-16,6:30 pm  –  10:40 am+2,Qatar Airways,"$1,691"
MNL,RIX,2024-01-16,4:55 am  –  1:00 pm+1,"China Eastern, LOT",$639
MNL,RIX,2024-01-16,4:55 am  –  10:20 pm,"China Eastern, airBaltic",$711
MNL,RIX,2024-01-16,4:55 am  –  8:55 am+1,"China Eastern, Finnair",$740
MNL,RIX,2024-01-16,3:35 pm  –  8:55 am+1,"Cebu Pacific, Finnair",$872
MNL,RIX,2024-01-16,3:35 pm  –  1:10 pm+1,"Cebu Pacific, Finnair",$872
MNL,RIX,2024-01-16,6:55 am  –  10:15 pm+1,Multiple airlines,$873
MNL,RIX,2024-01-16,8:35 am  –  8:55 am+1,"Philippines AirAsia, Finnair",$904
MNL,RIX,2024-01-16,3:45 pm  –  10:45 am+1,"Cebu Pacific, Turkish Airlines",$920
MNL,RIX,2024-01-16,3:45 pm  –  10:45 am+1,Multiple airlines,$928
MNL,RIX,2024-01-16,1:10 pm  –  10:45 am+1,"Thai Airways, Turkish Airlines",$934
MNL,RIX,2024-01-16,1:10 pm  –  10:45 am+1,Multiple airlines,$949
MNL,RIX,2024-01-16,3:15 pm  –  8:55 am+1,"Philippine Airlines, Finnair",$950
MNL,RIX,2024-01-16,11:10 am  –  8:55 am+1,"Cebu Pacific, Finnair",$963
MNL,RIX,2024-01-16,10:55 am  –  1:10 pm+1,"China Airlines, airBaltic",$971
MNL,RIX,2024-01-16,2:30 am  –  12:30 am+2,"Air China, Lufthansa","$1,048"
MNL,VNO,2024-01-16,6:55 am  –  1:10 pm+1,Multiple airlines,$587
MNL,VNO,2024-01-16,2:15 am  –  1:10 pm+1,Multiple airlines,$596
MNL,VNO,2024-01-16,4:55 am  –  1:00 am+1,"China Eastern, LOT",$696
MNL,VNO,2024-01-16,12:00 pm  –  1:10 pm+1,Multiple airlines,$700
MNL,VNO,2024-01-16,12:00 pm  –  1:10 pm+1,Multiple airlines,$700
MNL,VNO,2024-01-16,4:55 am  –  9:20 am+1,"China Eastern, Finnair",$740
MNL,VNO,2024-01-16,10:55 am  –  1:10 pm+1,"China Airlines, Wizz Air",$770
MNL,VNO,2024-01-16,12:55 am  –  11:45 pm,"Philippine Airlines, Lufthansa",$827
MNL,VNO,2024-01-16,3:35 pm  –  9:20 am+1,"Cebu Pacific, Finnair",$873
MNL,VNO,2024-01-16,3:35 pm  –  12:55 pm+1,"Cebu Pacific, Finnair",$873
MNL,VNO,2024-01-16,3:45 pm  –  11:05 am+1,"Cebu Pacific, Turkish Airlines",$921
MNL,VNO,2024-01-16,1:10 pm  –  11:05 am+1,"Thai Airways, Turkish Airlines",$937
MNL,VNO,2024-01-16,1:10 pm  –  7:05 pm+1,"Thai Airways, Turkish Airlines",$938
MNL,VNO,2024-01-16,8:55 am  –  1:00 am+1,"Cebu Pacific, LOT",$944
MNL,VNO,2024-01-16,3:15 pm  –  9:20 am+1,"Philippine Airlines, Finnair",$950
MNL,SYD,2024-01-16,12:05 pm  –  8:20 am+1,Asiana Airlines,"$1,056"
MNL,SYD,2024-01-16,10:40 am  –  6:15 am+1,"Jetstar Asia, Qantas Airways","$1,255"
MNL,SYD,2024-01-16,6:55 am  –  10:15 pm+1,"Jetstar Asia, Jetstar","$1,338"
MNL,SYD,2024-01-16,6:55 am  –  7:45 pm+1,"Jetstar Asia, Jetstar","$1,357"
MNL,SYD,2024-01-16,12:35 pm  –  7:25 am+1,Cathay Pacific,"$1,363"
MNL,SYD,2024-01-16,5:45 am  –  7:25 am+1,Cathay Pacific,"$1,363"
MNL,SYD,2024-01-16,6:55 am  –  1:05 pm+1,"Jetstar Asia, Jetstar","$1,375"
MNL,SYD,2024-01-16,12:30 pm  –  6:55 am+1,Korean Air,"$1,388"
MNL,SYD,2024-01-16,12:55 am  –  6:55 am+1,Korean Air,"$1,388"
MNL,SYD,2024-01-16,11:20 pm  –  6:55 am+2,Korean Air,"$1,388"
MNL,SYD,2024-01-16,5:40 pm  –  1:25 pm+1,"Jetstar Asia, Qantas Airways","$1,493"
MNL,SYD,2024-01-16,5:40 pm  –  1:55 pm+1,"Jetstar Asia, Qantas Airways","$1,493"
MNL,SYD,2024-01-16,5:40 pm  –  2:25 pm+1,"Jetstar Asia, Qantas Airways","$1,493"
MNL,SYD,2024-01-16,5:40 pm  –  3:25 pm+1,"Jetstar Asia, Qantas Airways","$1,493"
MNL,SYD,2024-01-16,5:40 pm  –  4:25 pm+1,"Jetstar Asia, Qantas Airways","$1,493"
MNL,ALG,2024-01-16,4:55 am  –  12:35 am+1,"China Eastern, Lufthansa",$689
MNL,ALG,2024-01-16,4:55 am  –  12:35 am+1,"China Eastern, Lufthansa",$689
MNL,ALG,2024-01-16,3:45 pm  –  9:05 am+1,"Cebu Pacific, Turkish Airlines",$816
MNL,ALG,2024-01-16,8:55 am  –  9:05 am+1,"Cebu Pacific, Turkish Airlines",$816
MNL,ALG,2024-01-16,12:55 am  –  12:35 am+1,"Philippine Airlines, Lufthansa",$826
MNL,ALG,2024-01-16,12:00 pm  –  9:05 am+1,"China Southern, Turkish Airlines",$840
MNL,ALG,2024-01-16,2:10 pm  –  11:40 am+1,"Cebu Pacific, Lufthansa",$855
MNL,ALG,2024-01-16,3:35 pm  –  11:40 am+1,"Cebu Pacific, Lufthansa",$870
MNL,ALG,2024-01-16,12:25 pm  –  9:05 am+1,"Philippine Airlines, Turkish Airlines",$895
MNL,ALG,2024-01-16,7:00 pm  –  11:40 am+1,"Philippine Airlines, Lufthansa",$908
MNL,ALG,2024-01-16,6:20 pm  –  11:40 am+1,"Cebu Pacific, Lufthansa",$922
MNL,ALG,2024-01-16,5:40 pm  –  11:40 am+1,"Jetstar Asia, Lufthansa",$961
MNL,ALG,2024-01-16,5:40 pm  –  11:40 am+1,"Jetstar Asia, Lufthansa",$971
MNL,ALG,2024-01-16,9:20 pm  –  9:35 am+2,"XiamenAir, Turkish Airlines","$1,001"
MNL,ALG,2024-01-16,7:45 pm  –  5:05 pm+1,"Cathay Pacific, ITA Airways","$1,028"
MNL,BJL,2024-01-16,4:55 am  –  1:30 pm+1,"China Eastern, Corendon Dutch Airlines",$687
MNL,BJL,2024-01-16,12:25 pm  –  1:30 am+2,"Philippine Airlines, Qatar Airways","$1,063"
MNL,BJL,2024-01-16,3:45 pm  –  1:30 am+2,"Cebu Pacific, Royal Air Maroc","$1,137"
MNL,BJL,2024-01-16,10:55 am  –  1:30 am+2,"China Airlines, Royal Air Maroc","$1,180"
MNL,BJL,2024-01-16,7:15 pm  –  1:30 am+2,Multiple airlines,"$1,264"
MNL,BJL,2024-01-16,7:30 pm  –  1:30 am+2,Multiple airlines,"$1,288"
MNL,BJL,2024-01-16,7:45 pm  –  1:30 am+2,"Cathay Pacific, Royal Air Maroc","$1,296"
MNL,BJL,2024-01-16,11:50 pm  –  2:40 pm+2,"Qatar Airways, TUI Nederland","$1,303"
MNL,BJL,2024-01-16,8:35 am  –  6:45 pm+1,Multiple airlines,"$1,327"
MNL,BJL,2024-01-16,10:10 am  –  6:45 pm+1,Multiple airlines,"$1,359"
MNL,BJL,2024-01-16,3:45 pm  –  6:45 pm+1,Multiple airlines,"$1,378"
MNL,BJL,2024-01-16,7:30 pm  –  6:45 pm+1,Multiple airlines,"$1,417"
MNL,BJL,2024-01-16,10:55 am  –  6:45 pm+1,"China Airlines, Vueling","$1,426"
MNL,BJL,2024-01-16,2:10 pm  –  6:45 pm+1,Multiple airlines,"$1,442"
MNL,BJL,2024-01-16,2:10 am  –  1:30 am+1,"Gulf Air, Royal Air Maroc","$1,468"
MNL,LOS,2024-01-16,7:55 pm  –  10:30 pm+2,Multiple airlines,$580
MNL,LOS,2024-01-16,2:55 am  –  4:10 pm+1,"Air China, Qatar Airways",$672
MNL,LOS,2024-01-16,3:35 pm  –  4:10 pm+1,Multiple airlines,$736
MNL,LOS,2024-01-16,11:40 pm  –  9:00 am+2,Multiple airlines,$759
MNL,LOS,2024-01-16,3:45 pm  –  1:45 pm+1,"Cebu Pacific, Egypt Air",$766
MNL,LOS,2024-01-16,6:55 am  –  4:10 pm+1,"Philippines AirAsia, Qatar Airways",$772
MNL,LOS,2024-01-16,3:45 pm  –  12:40 pm+1,"Cebu Pacific, RwandAir",$793
MNL,LOS,2024-01-16,8:55 am  –  1:45 pm+1,"Cebu Pacific, Egypt Air",$802
MNL,LOS,2024-01-16,8:55 am  –  9:00 am+1,"Cebu Pacific, Qatar Airways",$819
MNL,LOS,2024-01-16,3:45 pm  –  12:25 pm+1,"Cebu Pacific, Ethiopian Air",$821
MNL,LOS,2024-01-16,12:00 pm  –  12:25 pm+1,"China Southern, Ethiopian Air",$845
MNL,LOS,2024-01-16,12:00 pm  –  12:40 pm+1,"China Southern, RwandAir",$851
MNL,LOS,2024-01-16,11:55 am  –  4:10 pm+1,Multiple airlines,$855
MNL,LOS,2024-01-16,3:45 pm  –  1:45 pm+1,Multiple airlines,$866
MNL,LOS,2024-01-16,11:40 pm  –  9:00 am+2,Multiple airlines,$897
MNL,ADD,2024-01-16,7:35 pm  –  6:10 am+1,"Philippine Airlines, Ethiopian Air","$1,053"
MNL,ADD,2024-01-16,3:15 pm  –  6:10 am+1,"Philippine Airlines, Ethiopian Air","$1,053"
MNL,ADD,2024-01-16,9:30 am  –  6:10 am+1,"Philippine Airlines, Ethiopian Air","$1,122"
MNL,ADD,2024-01-16,5:50 am  –  6:10 am+1,"Philippine Airlines, Ethiopian Air","$1,122"
MNL,ADD,2024-01-16,1:15 pm  –  6:10 am+1,Malaysia Airlines,"$1,262"
MNL,ADD,2024-01-16,7:15 pm  –  6:05 am+1,"Philippine Airlines, Ethiopian Air","$1,341"
MNL,ADD,2024-01-16,3:00 pm  –  6:05 am+1,"Philippine Airlines, Ethiopian Air","$1,341"
MNL,ADD,2024-01-16,1:10 pm  –  6:05 am+1,"Thai Airways, Ethiopian Air","$1,405"
MNL,ADD,2024-01-16,10:15 am  –  6:05 am+1,"Philippine Airlines, Ethiopian Air","$1,431"
MNL,ADD,2024-01-16,5:45 am  –  12:10 am+1,Turkish Airlines,"$1,470"
MNL,ADD,2024-01-16,8:25 pm  –  5:45 am+1,Ethiopian Air,"$1,529"
MNL,ADD,2024-01-16,10:00 pm  –  12:25 am+2,Turkish Airlines,"$1,907"
MNL,ADD,2024-01-16,6:30 pm  –  8:00 pm+1,"Qatar Airways, Ethiopian Air","$1,933"
MNL,ADD,2024-01-16,6:30 pm  –  7:55 am+1,"Qatar Airways, Ethiopian Air","$1,958"
MNL,ADD,2024-01-16,11:50 pm  –  12:05 am+2,Qatar Airways,"$1,980"
MNL,NBO,2024-01-16,11:50 pm  –  12:05 am+2,Qatar Airways,$983
MNL,NBO,2024-01-16,6:30 pm  –  12:05 am+2,Qatar Airways,"$1,100"
MNL,NBO,2024-01-16,11:50 pm  –  7:35 am+2,Qatar Airways,"$1,100"
MNL,NBO,2024-01-16,8:25 pm  –  12:55 pm+1,Ethiopian Air,"$1,187"
MNL,NBO,2024-01-16,8:25 pm  –  1:20 am+2,Ethiopian Air,"$1,257"
MNL,NBO,2024-01-16,6:30 pm  –  7:35 am+1,Qatar Airways,"$1,344"
MNL,NBO,2024-01-16,11:45 pm  –  3:50 am+2,Etihad Airways,"$1,433"
MNL,NBO,2024-01-16,11:45 pm  –  3:50 am+2,Etihad Airways,"$1,433"
MNL,NBO,2024-01-16,6:45 pm  –  3:50 am+2,Etihad Airways,"$1,433"
MNL,NBO,2024-01-16,11:45 pm  –  3:50 am+2,Etihad Airways,"$1,434"
MNL,NBO,2024-01-16,6:45 pm  –  3:50 am+2,Etihad Airways,"$1,434"
MNL,NBO,2024-01-16,5:45 am  –  3:20 am+1,Turkish Airlines,"$1,862"
MNL,NBO,2024-01-16,8:25 pm  –  8:00 pm+1,Ethiopian Air,"$1,870"
MNL,NBO,2024-01-16,10:00 pm  –  3:20 am+2,Turkish Airlines,"$2,056"
MNL,NBO,2024-01-16,6:30 pm  –  11:30 am+1,"Qatar Airways, Kenya Airways","$2,202"
MNL,DAR,2024-01-16,7:35 pm  –  12:35 pm+1,"Philippine Airlines, Ethiopian Air",$634
MNL,DAR,2024-01-16,5:30 pm  –  9:05 am+1,"China Southern, Kenya Airways",$906
MNL,DAR,2024-01-16,5:30 pm  –  7:55 pm+1,"China Southern, Kenya Airways",$906
MNL,DAR,2024-01-16,12:00 pm  –  9:05 am+1,"China Southern, Kenya Airways",$920
MNL,DAR,2024-01-16,8:25 pm  –  12:35 pm+1,Ethiopian Air,$992
MNL,DAR,2024-01-16,1:10 pm  –  9:05 am+1,"Thai Airways, Kenya Airways","$1,036"
MNL,DAR,2024-01-16,3:00 pm  –  9:05 am+1,"Philippine Airlines, Kenya Airways","$1,051"
MNL,DAR,2024-01-16,10:15 am  –  9:05 am+1,"Philippine Airlines, Kenya Airways","$1,072"
MNL,DAR,2024-01-16,1:15 pm  –  10:15 am+1,Malaysia Airlines,"$1,313"
MNL,DAR,2024-01-16,1:15 pm  –  10:15 am+1,Malaysia Airlines,"$1,314"
MNL,DAR,2024-01-16,1:10 pm  –  12:35 pm+1,"Thai Airways, Ethiopian Air","$1,321"
MNL,DAR,2024-01-16,6:30 pm  –  10:15 am+1,Qatar Airways,"$1,342"
MNL,DAR,2024-01-16,8:25 pm  –  8:10 pm+1,Ethiopian Air,"$1,587"
MNL,DAR,2024-01-16,7:15 am  –  3:25 am+1,Oman Air,"$1,589"
MNL,DAR,2024-01-16,5:45 am  –  3:20 am+1,Turkish Airlines,"$1,712"
MNL,DEL,2024-01-16,3:00 am  –  1:10 pm,"Greater Bay Airlines, Vistara",$279
MNL,DEL,2024-01-16,3:00 am  –  7:55 pm,"Greater Bay Airlines, IndiGo",$279
MNL,DEL,2024-01-16,7:55 pm  –  11:35 am+1,"Cebu Pacific, Air India",$281
MNL,DEL,2024-01-16,3:00 am  –  10:50 pm,Multiple airlines,$281
MNL,DEL,2024-01-16,7:30 pm  –  11:35 am+1,"Scoot, Air India",$299
MNL,DEL,2024-01-16,2:10 pm  –  2:50 am+1,"Cebu Pacific, Air India",$306
MNL,DEL,2024-01-16,7:55 pm  –  1:00 pm+1,"Cebu Pacific, Vistara",$322
MNL,DEL,2024-01-16,8:35 am  –  7:55 pm,"Philippines AirAsia, IndiGo",$323
MNL,DEL,2024-01-16,8:35 pm  –  1:10 pm+1,"HK Express, Vistara",$331
MNL,DEL,2024-01-16,7:55 pm  –  1:25 pm+1,"Cebu Pacific, IndiGo",$338
MNL,DEL,2024-01-16,7:20 am  –  7:55 pm,"Cebu Pacific, IndiGo",$341
MNL,DEL,2024-01-16,10:10 am  –  7:55 pm,"Philippine Airlines, IndiGo",$343
MNL,DEL,2024-01-16,7:50 am  –  7:55 pm,"Philippine Airlines, IndiGo",$343
MNL,DEL,2024-01-16,7:55 pm  –  10:45 am+1,"Cebu Pacific, IndiGo",$343
MNL,DEL,2024-01-16,8:35 am  –  10:50 pm,Multiple airlines,$344
